Datum,Bezirk,Einwohner,Hundekotsackerlspender,Hunde,Hundeparks
01.01.2012,17. Hernals,57171,456,2233,1
01.01.2012,18. Waehring,52746,218,2621,1
01.01.2012,19. Doebling,72891,635,2109,1
01.01.2012,20. Brigittenau,87216,703,2436,1
01.01.2012,21. Floridsdorf,166709,204,2540,3
01.01.2012,22. Donaustadt,191119,826,2076,2
01.02.2012,1. Innere Stadt,16465,158,516,1
01.02.2012,2. Leopoldstadt,103233,694,4011,1
01.02.2012,3. Landstraße,90277,134,3427,1
01.02.2012,4. Wieden,33179,179,1392,1
01.02.2012,5. Margareten,54546,61,2214,1
01.02.2012,6. Mariahilf,31342,299,1020,1
01.02.2012,7. Neubau,31621,98,1161,1
01.02.2012,8. Josefstadt,25513,191,966,1
01.02.2012,9. Alsergrund,41316,229,1704,1
01.02.2012,10. Favoriten,204279,349,4679,2
01.02.2012,11. Simmering,106889,996,1102,2
01.02.2012,12. Meidling,97600,533,1325,1
01.02.2012,13. Hietzing,56763,364,2830,1
01.02.2012,14. Penzing,94605,812,1038,1
01.02.2012,15. Rudolfsheim-Fuenfhaus,76707,96,2794,1
01.02.2012,16. Ottakring,104627,564,4293,1
01.02.2012,17. Hernals,57171,225,2204,1
01.02.2012,18. Waehring,52746,280,879,1
01.02.2012,19. Doebling,72891,353,1674,1
01.02.2012,20. Brigittenau,87216,391,3121,1
01.02.2012,21. Floridsdorf,166709,920,2338,1
01.02.2012,22. Donaustadt,191119,355,9450,2
01.03.2012,1. Innere Stadt,16465,116,304,1
01.03.2012,2. Leopoldstadt,103233,318,2158,1
01.03.2012,3. Landstraße,90277,289,1585,1
01.03.2012,4. Wieden,33179,47,1315,1
01.03.2012,5. Margareten,54546,496,1755,1
01.03.2012,6. Mariahilf,31342,239,1141,1
01.03.2012,7. Neubau,31621,124,1520,1
01.03.2012,8. Josefstadt,25513,124,1122,1
01.03.2012,9. Alsergrund,41316,297,1182,1
01.03.2012,10. Favoriten,204279,219,8789,4
01.03.2012,11. Simmering,106889,590,3635,1
01.03.2012,12. Meidling,97600,760,1529,1
01.03.2012,13. Hietzing,56763,487,2408,1
01.03.2012,14. Penzing,94605,329,3292,1
01.03.2012,15. Rudolfsheim-Fuenfhaus,76707,242,2125,1
01.03.2012,16. Ottakring,104627,521,3496,2
01.03.2012,17. Hernals,57171,438,853,1
01.03.2012,18. Waehring,52746,108,2099,1
01.03.2012,19. Doebling,72891,87,1933,1
01.03.2012,20. Brigittenau,87216,485,3819,1
01.03.2012,21. Floridsdorf,166709,458,3129,1
01.03.2012,22. Donaustadt,191119,1191,3540,2
01.04.2012,1. Innere Stadt,16465,18,186,1
01.04.2012,2. Leopoldstadt,103233,1013,3946,1
01.04.2012,3. Landstraße,90277,261,1379,1
01.04.2012,4. Wieden,33179,44,1563,1
01.04.2012,5. Margareten,54546,72,865,1
01.04.2012,6. Mariahilf,31342,259,624,1
01.04.2012,7. Neubau,31621,95,1291,1
01.04.2012,8. Josefstadt,25513,152,1240,1
01.04.2012,9. Alsergrund,41316,247,730,1
01.04.2012,10. Favoriten,204279,694,9671,3
01.04.2012,11. Simmering,106889,281,4599,2
01.04.2012,12. Meidling,97600,780,4105,1
01.04.2012,13. Hietzing,56763,64,1706,1
01.04.2012,14. Penzing,94605,563,1472,1
01.04.2012,15. Rudolfsheim-Fuenfhaus,76707,412,3682,1
01.04.2012,16. Ottakring,104627,264,4393,2
01.04.2012,17. Hernals,57171,320,1705,1
01.04.2012,18. Waehring,52746,52,1498,1
01.04.2012,19. Doebling,72891,359,2486,1
01.04.2012,20. Brigittenau,87216,834,3592,1
01.04.2012,21. Floridsdorf,166709,508,4777,2
01.04.2012,22. Donaustadt,191119,1248,6045,3
01.05.2012,1. Innere Stadt,16465,103,241,1
01.05.2012,2. Leopoldstadt,103233,271,1591,2
01.05.2012,3. Landstraße,90277,214,2383,1
01.05.2012,4. Wieden,33179,321,703,1
01.05.2012,5. Margareten,54546,538,792,1
01.05.2012,6. Mariahilf,31342,38,786,1
01.05.2012,7. Neubau,31621,285,798,1
01.05.2012,8. Josefstadt,25513,174,870,1
01.05.2012,9. Alsergrund,41316,193,1460,1
01.05.2012,10. Favoriten,204279,394,3743,4
01.05.2012,11. Simmering,106889,917,1621,2
01.05.2012,12. Meidling,97600,466,3216,1
01.05.2012,13. Hietzing,56763,211,2178,1
01.05.2012,14. Penzing,94605,462,3099,1
01.05.2012,15. Rudolfsheim-Fuenfhaus,76707,348,2428,1
01.05.2012,16. Ottakring,104627,874,1329,2
01.05.2012,17. Hernals,57171,501,674,1
01.05.2012,18. Waehring,52746,461,1579,1
01.05.2012,19. Doebling,72891,300,1001,1
01.05.2012,20. Brigittenau,87216,567,4130,1
01.05.2012,21. Floridsdorf,166709,530,6357,3
01.05.2012,22. Donaustadt,191119,582,6181,2
01.06.2012,1. Innere Stadt,16465,48,320,1
01.06.2012,2. Leopoldstadt,103233,848,1657,1
01.06.2012,3. Landstraße,90277,883,3043,1
01.06.2012,4. Wieden,33179,182,846,1
01.06.2012,5. Margareten,54546,382,2305,1
01.06.2012,6. Mariahilf,31342,265,1536,1
01.06.2012,7. Neubau,31621,212,1343,1
01.06.2012,8. Josefstadt,25513,172,518,1
01.06.2012,9. Alsergrund,41316,358,1728,1
01.06.2012,10. Favoriten,204279,1584,7850,2
01.06.2012,11. Simmering,106889,123,2031,2
01.06.2012,12. Meidling,97600,126,3364,1
01.06.2012,13. Hietzing,56763,391,2584,1
01.06.2012,14. Penzing,94605,459,2752,1
01.06.2012,15. Rudolfsheim-Fuenfhaus,76707,192,1638,1
01.06.2012,16. Ottakring,104627,248,2847,1
01.06.2012,17. Hernals,57171,127,2263,1
01.06.2012,18. Waehring,52746,365,1603,1
01.06.2012,19. Doebling,72891,707,2833,1
01.06.2012,20. Brigittenau,87216,123,889,1
01.06.2012,21. Floridsdorf,166709,229,4903,2
01.06.2012,22. Donaustadt,191119,673,2299,1
01.07.2012,1. Innere Stadt,16465,163,479,1
01.07.2012,2. Leopoldstadt,103233,914,3434,1
01.07.2012,3. Landstraße,90277,636,2352,1
01.07.2012,4. Wieden,33179,41,1622,1
01.07.2012,5. Margareten,54546,137,1420,1
01.07.2012,6. Mariahilf,31342,59,1255,1
01.07.2012,7. Neubau,31621,250,1353,1
01.07.2012,8. Josefstadt,25513,190,600,1
01.07.2012,9. Alsergrund,41316,402,1920,1
01.07.2012,10. Favoriten,204279,511,2258,2
01.07.2012,11. Simmering,106889,525,2215,1
01.07.2012,12. Meidling,97600,834,1042,1
01.07.2012,13. Hietzing,56763,195,1727,1
01.07.2012,14. Penzing,94605,889,2260,1
01.07.2012,15. Rudolfsheim-Fuenfhaus,76707,625,2567,1
01.07.2012,16. Ottakring,104627,278,2656,1
01.07.2012,17. Hernals,57171,369,1421,1
01.07.2012,18. Waehring,52746,522,672,1
01.07.2012,19. Doebling,72891,525,1292,1
01.07.2012,20. Brigittenau,87216,664,1679,1
01.07.2012,21. Floridsdorf,166709,890,3600,2
01.07.2012,22. Donaustadt,191119,510,8756,2
01.08.2012,1. Innere Stadt,16465,20,775,1
01.08.2012,2. Leopoldstadt,103233,416,2967,1
01.08.2012,3. Landstraße,90277,406,1468,1
01.08.2012,4. Wieden,33179,223,1369,1
01.08.2012,5. Margareten,54546,509,841,1
01.08.2012,6. Mariahilf,31342,81,388,1
01.08.2012,7. Neubau,31621,210,725,1
01.08.2012,8. Josefstadt,25513,84,299,1
01.08.2012,9. Alsergrund,41316,184,1217,1
01.08.2012,10. Favoriten,204279,2001,7021,1
01.08.2012,11. Simmering,106889,115,3238,1
01.08.2012,12. Meidling,97600,122,3347,1
01.08.2012,13. Hietzing,56763,86,1445,1
01.08.2012,14. Penzing,94605,640,3391,1
01.08.2012,15. Rudolfsheim-Fuenfhaus,76707,370,1994,1
01.08.2012,16. Ottakring,104627,669,4233,1
01.08.2012,17. Hernals,57171,75,1978,1
01.08.2012,18. Waehring,52746,460,1342,1
01.08.2012,19. Doebling,72891,84,1234,1
01.08.2012,20. Brigittenau,87216,731,3581,1
01.08.2012,21. Floridsdorf,166709,1625,5491,2
01.08.2012,22. Donaustadt,191119,657,6847,2
01.09.2012,1. Innere Stadt,16465,113,192,1
01.09.2012,2. Leopoldstadt,103233,233,3047,2
01.09.2012,3. Landstraße,90277,516,1004,1
01.09.2012,4. Wieden,33179,291,1260,1
01.09.2012,5. Margareten,54546,145,1505,1
01.09.2012,6. Mariahilf,31342,39,1560,1
01.09.2012,7. Neubau,31621,255,1406,1
01.09.2012,8. Josefstadt,25513,144,717,1
01.09.2012,9. Alsergrund,41316,190,1395,1
01.09.2012,10. Favoriten,204279,1562,2757,1
01.09.2012,11. Simmering,106889,790,1647,2
01.09.2012,12. Meidling,97600,766,4872,1
01.09.2012,13. Hietzing,56763,61,2782,1
01.09.2012,14. Penzing,94605,313,1793,1
01.09.2012,15. Rudolfsheim-Fuenfhaus,76707,637,3374,1
01.09.2012,16. Ottakring,104627,346,3456,1
01.09.2012,17. Hernals,57171,415,1521,1
01.09.2012,18. Waehring,52746,140,2203,1
01.09.2012,19. Doebling,72891,452,3547,1
01.09.2012,20. Brigittenau,87216,172,1362,1
01.09.2012,21. Floridsdorf,166709,688,4486,3
01.09.2012,22. Donaustadt,191119,330,6353,3
01.10.2012,1. Innere Stadt,16465,69,189,1
01.10.2012,2. Leopoldstadt,103233,160,1457,2
01.10.2012,3. Landstraße,90277,572,4158,1
01.10.2012,4. Wieden,33179,181,1479,1
01.10.2012,5. Margareten,54546,496,1950,1
01.10.2012,6. Mariahilf,31342,71,616,1
01.10.2012,7. Neubau,31621,206,1483,1
01.10.2012,8. Josefstadt,25513,124,660,1
01.10.2012,9. Alsergrund,41316,88,896,1
01.10.2012,10. Favoriten,204279,1688,5010,1
01.10.2012,11. Simmering,106889,548,3591,1
01.10.2012,12. Meidling,97600,881,3785,1
01.10.2012,13. Hietzing,56763,426,725,1
01.10.2012,14. Penzing,94605,775,1153,1
01.10.2012,15. Rudolfsheim-Fuenfhaus,76707,326,3098,1
01.10.2012,16. Ottakring,104627,643,2474,1
01.10.2012,17. Hernals,57171,314,1913,1
01.10.2012,18. Waehring,52746,408,1340,1
01.10.2012,19. Doebling,72891,565,1528,1
01.10.2012,20. Brigittenau,87216,820,3802,1
01.10.2012,21. Floridsdorf,166709,440,3130,2
01.10.2012,22. Donaustadt,191119,1029,3347,3
01.11.2012,1. Innere Stadt,16465,90,254,1
01.11.2012,2. Leopoldstadt,103233,188,3127,2
01.11.2012,3. Landstraße,90277,364,2386,1
01.11.2012,4. Wieden,33179,50,1343,1
01.11.2012,5. Margareten,54546,465,1360,1
01.11.2012,6. Mariahilf,31342,203,564,1
01.11.2012,7. Neubau,31621,193,743,1
01.11.2012,8. Josefstadt,25513,156,674,1
01.11.2012,9. Alsergrund,41316,283,974,1
01.11.2012,10. Favoriten,204279,1176,3107,4
01.11.2012,11. Simmering,106889,114,3556,1
01.11.2012,12. Meidling,97600,525,2199,1
01.11.2012,13. Hietzing,56763,428,1176,1
01.11.2012,14. Penzing,94605,337,1383,1
01.11.2012,15. Rudolfsheim-Fuenfhaus,76707,430,3534,1
01.11.2012,16. Ottakring,104627,340,4780,1
01.11.2012,17. Hernals,57171,426,2542,1
01.11.2012,18. Waehring,52746,168,1362,1
01.11.2012,19. Doebling,72891,518,3015,1
01.11.2012,20. Brigittenau,87216,414,2219,1
01.11.2012,21. Floridsdorf,166709,494,4585,2
01.11.2012,22. Donaustadt,191119,210,9369,1
01.12.2012,1. Innere Stadt,16465,69,746,1
01.12.2012,2. Leopoldstadt,103233,169,5117,1
01.12.2012,3. Landstraße,90277,98,4409,1
01.12.2012,4. Wieden,33179,277,1350,1
01.12.2012,5. Margareten,54546,165,908,1
01.12.2012,6. Mariahilf,31342,248,541,1
01.12.2012,7. Neubau,31621,104,1144,1
01.12.2012,8. Josefstadt,25513,187,1158,1
01.12.2012,9. Alsergrund,41316,182,1749,1
01.12.2012,10. Favoriten,204279,1963,3793,1
01.12.2012,11. Simmering,106889,323,4225,2
01.12.2012,12. Meidling,97600,354,4125,1
01.12.2012,13. Hietzing,56763,147,1089,1
01.12.2012,14. Penzing,94605,760,1731,1
01.12.2012,15. Rudolfsheim-Fuenfhaus,76707,352,813,1
01.12.2012,16. Ottakring,104627,434,1156,2
01.12.2012,17. Hernals,57171,518,2012,1
01.12.2012,18. Waehring,52746,318,650,1
01.12.2012,19. Doebling,72891,703,3538,1
01.12.2012,20. Brigittenau,87216,529,2429,1
01.12.2012,21. Floridsdorf,166709,1114,6990,2
01.12.2012,22. Donaustadt,191119,1236,5264,1
01.01.2013,1. Innere Stadt,16465,147,615,1
01.01.2013,2. Leopoldstadt,103233,223,4545,1
01.01.2013,3. Landstraße,90277,771,2048,1
01.01.2013,4. Wieden,33179,111,1567,1
01.01.2013,5. Margareten,54546,300,1948,1
01.01.2013,6. Mariahilf,31342,150,461,1
01.01.2013,7. Neubau,31621,52,401,1
01.01.2013,8. Josefstadt,25513,129,915,1
01.01.2013,9. Alsergrund,41316,81,1202,1
01.01.2013,10. Favoriten,204279,359,6195,4
01.01.2013,11. Simmering,106889,801,4062,2
01.01.2013,12. Meidling,97600,864,4746,1
01.01.2013,13. Hietzing,56763,547,736,1
01.01.2013,14. Penzing,94605,845,4247,1
01.01.2013,15. Rudolfsheim-Fuenfhaus,76707,391,2345,1
01.01.2013,16. Ottakring,104627,629,3752,2
01.01.2013,17. Hernals,57171,328,574,1
01.01.2013,18. Waehring,52746,330,1165,1
01.01.2013,19. Doebling,72891,168,881,1
01.01.2013,20. Brigittenau,87216,719,2878,1
01.01.2013,21. Floridsdorf,166709,1307,6287,1
01.01.2013,22. Donaustadt,191119,1612,2435,3
01.02.2013,1. Innere Stadt,16465,128,535,1
01.02.2013,2. Leopoldstadt,103233,231,3087,2
01.02.2013,3. Landstraße,90277,343,3779,1
01.02.2013,4. Wieden,33179,121,685,1
01.02.2013,5. Margareten,54546,290,867,1
01.02.2013,6. Mariahilf,31342,201,1000,1
01.02.2013,7. Neubau,31621,111,1535,1
01.02.2013,8. Josefstadt,25513,208,469,1
01.02.2013,9. Alsergrund,41316,259,1813,1
01.02.2013,10. Favoriten,204279,1931,6289,3
01.02.2013,11. Simmering,106889,412,4847,1
01.02.2013,12. Meidling,97600,352,2168,1
01.02.2013,13. Hietzing,56763,351,1199,1
01.02.2013,14. Penzing,94605,150,1342,1
01.02.2013,15. Rudolfsheim-Fuenfhaus,76707,224,1269,1
01.02.2013,16. Ottakring,104627,146,1930,2
01.02.2013,17. Hernals,57171,474,857,1
01.02.2013,18. Waehring,52746,297,2253,1
01.02.2013,19. Doebling,72891,537,2262,1
01.02.2013,20. Brigittenau,87216,719,3419,1
01.02.2013,21. Floridsdorf,166709,428,3208,1
01.02.2013,22. Donaustadt,191119,917,7509,3
01.03.2013,1. Innere Stadt,16465,38,462,1
01.03.2013,2. Leopoldstadt,103233,787,1449,1
01.03.2013,3. Landstraße,90277,209,4416,1
01.03.2013,4. Wieden,33179,117,795,1
01.03.2013,5. Margareten,54546,520,923,1
01.03.2013,6. Mariahilf,31342,244,538,1
01.03.2013,7. Neubau,31621,255,800,1
01.03.2013,8. Josefstadt,25513,73,673,1
01.03.2013,9. Alsergrund,41316,94,599,1
01.03.2013,10. Favoriten,204279,1774,6623,1
01.03.2013,11. Simmering,106889,386,3310,1
01.03.2013,12. Meidling,97600,119,4468,1
01.03.2013,13. Hietzing,56763,386,842,1
01.03.2013,14. Penzing,94605,834,3451,1
01.03.2013,15. Rudolfsheim-Fuenfhaus,76707,483,2500,1
01.03.2013,16. Ottakring,104627,812,1411,1
01.03.2013,17. Hernals,57171,549,865,1
01.03.2013,18. Waehring,52746,213,2036,1
01.03.2013,19. Doebling,72891,481,1905,1
01.03.2013,20. Brigittenau,87216,271,2463,1
01.03.2013,21. Floridsdorf,166709,1344,2670,3
01.03.2013,22. Donaustadt,191119,1662,2720,3
01.04.2013,1. Innere Stadt,16465,106,523,1
01.04.2013,2. Leopoldstadt,103233,807,2275,1
01.04.2013,3. Landstraße,90277,709,2634,1
01.04.2013,4. Wieden,33179,293,764,1
01.04.2013,5. Margareten,54546,398,1986,1
01.04.2013,6. Mariahilf,31342,75,356,1
01.04.2013,7. Neubau,31621,141,1066,1
01.04.2013,8. Josefstadt,25513,244,416,1
01.04.2013,9. Alsergrund,41316,57,2062,1
01.04.2013,10. Favoriten,204279,793,4237,3
01.04.2013,11. Simmering,106889,806,4886,2
01.04.2013,12. Meidling,97600,213,3841,1
01.04.2013,13. Hietzing,56763,446,1643,1
01.04.2013,14. Penzing,94605,523,946,1
01.04.2013,15. Rudolfsheim-Fuenfhaus,76707,532,3278,1
01.04.2013,16. Ottakring,104627,406,1679,2
01.04.2013,17. Hernals,57171,223,828,1
01.04.2013,18. Waehring,52746,341,1077,1
01.04.2013,19. Doebling,72891,152,2546,1
01.04.2013,20. Brigittenau,87216,483,971,1
01.04.2013,21. Floridsdorf,166709,1460,7841,3
01.04.2013,22. Donaustadt,191119,1030,7841,1
01.05.2013,1. Innere Stadt,16465,28,504,1
01.05.2013,2. Leopoldstadt,103233,732,5054,2
01.05.2013,3. Landstraße,90277,375,2246,1
01.05.2013,4. Wieden,33179,171,1154,1
01.05.2013,5. Margareten,54546,487,1819,1
01.05.2013,6. Mariahilf,31342,122,1319,1
01.05.2013,7. Neubau,31621,197,1210,1
01.05.2013,8. Josefstadt,25513,50,502,1
01.05.2013,9. Alsergrund,41316,182,895,1
01.05.2013,10. Favoriten,204279,1674,6330,3
01.05.2013,11. Simmering,106889,913,1809,2
01.05.2013,12. Meidling,97600,793,2940,1
01.05.2013,13. Hietzing,56763,488,1682,1
01.05.2013,14. Penzing,94605,298,3813,1
01.05.2013,15. Rudolfsheim-Fuenfhaus,76707,755,1911,1
01.05.2013,16. Ottakring,104627,346,5048,1
01.05.2013,17. Hernals,57171,107,1725,1
01.05.2013,18. Waehring,52746,251,920,1
01.05.2013,19. Doebling,72891,268,1161,1
01.05.2013,20. Brigittenau,87216,145,1969,1
01.05.2013,21. Floridsdorf,166709,317,4147,3
01.05.2013,22. Donaustadt,191119,569,3579,3
01.06.2013,1. Innere Stadt,16465,38,452,1
01.06.2013,2. Leopoldstadt,103233,241,5134,1
01.06.2013,3. Landstraße,90277,229,3775,1
01.06.2013,4. Wieden,33179,310,1369,1
01.06.2013,5. Margareten,54546,200,1044,1
01.06.2013,6. Mariahilf,31342,164,1126,1
01.06.2013,7. Neubau,31621,90,503,1
01.06.2013,8. Josefstadt,25513,89,631,1
01.06.2013,9. Alsergrund,41316,289,596,1
01.06.2013,10. Favoriten,204279,1382,6514,1
01.06.2013,11. Simmering,106889,362,1181,1
01.06.2013,12. Meidling,97600,855,1503,1
01.06.2013,13. Hietzing,56763,485,992,1
01.06.2013,14. Penzing,94605,147,3640,1
01.06.2013,15. Rudolfsheim-Fuenfhaus,76707,595,3468,1
01.06.2013,16. Ottakring,104627,1004,3625,1
01.06.2013,17. Hernals,57171,304,2778,1
01.06.2013,18. Waehring,52746,307,1509,1
01.06.2013,19. Doebling,72891,542,2089,1
01.06.2013,20. Brigittenau,87216,685,983,1
01.06.2013,21. Floridsdorf,166709,1280,3932,3
01.06.2013,22. Donaustadt,191119,1881,6521,3
01.07.2013,1. Innere Stadt,16465,132,327,1
01.07.2013,2. Leopoldstadt,103233,141,4369,1
01.07.2013,3. Landstraße,90277,555,1116,1
01.07.2013,4. Wieden,33179,322,1262,1
01.07.2013,5. Margareten,54546,301,2289,1
01.07.2013,6. Mariahilf,31342,235,1470,1
01.07.2013,7. Neubau,31621,69,801,1
01.07.2013,8. Josefstadt,25513,175,660,1
01.07.2013,9. Alsergrund,41316,297,620,1
01.07.2013,10. Favoriten,204279,1053,2786,1
01.07.2013,11. Simmering,106889,576,1276,2
01.07.2013,12. Meidling,97600,255,4674,1
01.07.2013,13. Hietzing,56763,300,1870,1
01.07.2013,14. Penzing,94605,757,3381,1
01.07.2013,15. Rudolfsheim-Fuenfhaus,76707,728,2428,1
01.07.2013,16. Ottakring,104627,792,2459,2
01.07.2013,17. Hernals,57171,389,936,1
01.07.2013,18. Waehring,52746,303,2045,1
01.07.2013,19. Doebling,72891,363,2371,1
01.07.2013,20. Brigittenau,87216,503,4302,1
01.07.2013,21. Floridsdorf,166709,561,6751,2
01.07.2013,22. Donaustadt,191119,827,4385,2
01.08.2013,1. Innere Stadt,16465,49,785,1
01.08.2013,2. Leopoldstadt,103233,282,1745,1
01.08.2013,3. Landstraße,90277,422,3940,1
01.08.2013,4. Wieden,33179,306,1378,1
01.08.2013,5. Margareten,54546,348,2335,1
01.08.2013,6. Mariahilf,31342,261,1184,1
01.08.2013,7. Neubau,31621,102,331,1
01.08.2013,8. Josefstadt,25513,44,788,1
01.08.2013,9. Alsergrund,41316,41,1388,1
01.08.2013,10. Favoriten,204279,1716,3153,2
01.08.2013,11. Simmering,106889,519,3517,2
01.08.2013,12. Meidling,97600,590,1934,1
01.08.2013,13. Hietzing,56763,499,1699,1
01.08.2013,14. Penzing,94605,402,1088,1
01.08.2013,15. Rudolfsheim-Fuenfhaus,76707,360,2822,1
01.08.2013,16. Ottakring,104627,351,3596,1
01.08.2013,17. Hernals,57171,131,1920,1
01.08.2013,18. Waehring,52746,61,1726,1
01.08.2013,19. Doebling,72891,110,2562,1
01.08.2013,20. Brigittenau,87216,570,3746,1
01.08.2013,21. Floridsdorf,166709,471,2874,1
01.08.2013,22. Donaustadt,191119,581,3396,3
01.09.2013,1. Innere Stadt,16465,16,560,1
01.09.2013,2. Leopoldstadt,103233,609,4664,1
01.09.2013,3. Landstraße,90277,260,1685,1
01.09.2013,4. Wieden,33179,252,421,1
01.09.2013,5. Margareten,54546,325,2262,1
01.09.2013,6. Mariahilf,31342,45,683,1
01.09.2013,7. Neubau,31621,216,1044,1
01.09.2013,8. Josefstadt,25513,38,600,1
01.09.2013,9. Alsergrund,41316,242,1297,1
01.09.2013,10. Favoriten,204279,1271,3726,3
01.09.2013,11. Simmering,106889,186,1464,2
01.09.2013,12. Meidling,97600,576,3610,1
01.09.2013,13. Hietzing,56763,401,2254,1
01.09.2013,14. Penzing,94605,836,3148,1
01.09.2013,15. Rudolfsheim-Fuenfhaus,76707,414,1842,1
01.09.2013,16. Ottakring,104627,191,4410,2
01.09.2013,17. Hernals,57171,469,2212,1
01.09.2013,18. Waehring,52746,269,964,1
01.09.2013,19. Doebling,72891,467,2583,1
01.09.2013,20. Brigittenau,87216,247,1168,1
01.09.2013,21. Floridsdorf,166709,208,2412,2
01.09.2013,22. Donaustadt,191119,431,2811,2
01.10.2013,1. Innere Stadt,16465,106,167,1
01.10.2013,2. Leopoldstadt,103233,952,3981,2
01.10.2013,3. Landstraße,90277,559,3223,1
01.10.2013,4. Wieden,33179,93,1097,1
01.10.2013,5. Margareten,54546,416,1871,1
01.10.2013,6. Mariahilf,31342,189,481,1
01.10.2013,7. Neubau,31621,252,1294,1
01.10.2013,8. Josefstadt,25513,247,1113,1
01.10.2013,9. Alsergrund,41316,231,1865,1
01.10.2013,10. Favoriten,204279,642,4854,1
01.10.2013,11. Simmering,106889,370,1167,1
01.10.2013,12. Meidling,97600,873,3561,1
01.10.2013,13. Hietzing,56763,213,766,1
01.10.2013,14. Penzing,94605,323,2358,1
01.10.2013,15. Rudolfsheim-Fuenfhaus,76707,130,1821,1
01.10.2013,16. Ottakring,104627,154,4704,1
01.10.2013,17. Hernals,57171,198,1691,1
01.10.2013,18. Waehring,52746,229,1418,1
01.10.2013,19. Doebling,72891,162,1382,1
01.10.2013,20. Brigittenau,87216,780,3631,1
01.10.2013,21. Floridsdorf,166709,1072,6430,2
01.10.2013,22. Donaustadt,191119,1476,7758,3
01.11.2013,1. Innere Stadt,16465,140,714,1
01.11.2013,2. Leopoldstadt,103233,955,2627,2
01.11.2013,3. Landstraße,90277,750,2207,1
01.11.2013,4. Wieden,33179,136,1484,1
01.11.2013,5. Margareten,54546,461,1210,1
01.11.2013,6. Mariahilf,31342,103,1030,1
01.11.2013,7. Neubau,31621,117,1425,1
01.11.2013,8. Josefstadt,25513,54,1242,1
01.11.2013,9. Alsergrund,41316,142,1644,1
01.11.2013,10. Favoriten,204279,694,3646,4
01.11.2013,11. Simmering,106889,638,2191,1
01.11.2013,12. Meidling,97600,937,1714,1
01.11.2013,13. Hietzing,56763,318,969,1
01.11.2013,14. Penzing,94605,398,2048,1
01.11.2013,15. Rudolfsheim-Fuenfhaus,76707,529,2246,1
01.11.2013,16. Ottakring,104627,486,3534,1
01.11.2013,17. Hernals,57171,415,2112,1
01.11.2013,18. Waehring,52746,63,1634,1
01.11.2013,19. Doebling,72891,440,1623,1
01.11.2013,20. Brigittenau,87216,366,2438,1
01.11.2013,21. Floridsdorf,166709,1597,4051,1
01.11.2013,22. Donaustadt,191119,256,2915,1
01.12.2013,1. Innere Stadt,16465,42,420,1
01.12.2013,2. Leopoldstadt,103233,547,3619,1
01.12.2013,3. Landstraße,90277,839,3340,1
01.12.2013,4. Wieden,33179,310,1137,1
01.12.2013,5. Margareten,54546,187,2380,1
01.12.2013,6. Mariahilf,31342,64,809,1
01.12.2013,7. Neubau,31621,62,469,1
01.12.2013,8. Josefstadt,25513,110,1004,1
01.12.2013,9. Alsergrund,41316,76,1148,1
01.12.2013,10. Favoriten,204279,593,5568,2
01.12.2013,11. Simmering,106889,350,4174,1
01.12.2013,12. Meidling,97600,316,1821,1
01.12.2013,13. Hietzing,56763,353,1074,1
01.12.2013,14. Penzing,94605,492,1019,1
01.12.2013,15. Rudolfsheim-Fuenfhaus,76707,260,1390,1
01.12.2013,16. Ottakring,104627,435,1571,2
01.12.2013,17. Hernals,57171,191,993,1
01.12.2013,18. Waehring,52746,393,1714,1
01.12.2013,19. Doebling,72891,346,1931,1
01.12.2013,20. Brigittenau,87216,479,3785,1
01.12.2013,21. Floridsdorf,166709,1566,6701,2
01.12.2013,22. Donaustadt,191119,1151,9385,3
01.01.2014,1. Innere Stadt,16465,155,553,1
01.01.2014,2. Leopoldstadt,103233,663,2361,2
01.01.2014,3. Landstraße,90277,298,3919,1
01.01.2014,4. Wieden,33179,140,1095,1
01.01.2014,5. Margareten,54546,157,553,1
01.01.2014,6. Mariahilf,31342,33,1312,1
01.01.2014,7. Neubau,31621,123,568,1
01.01.2014,8. Josefstadt,25513,133,442,1
01.01.2014,9. Alsergrund,41316,327,1637,1
01.01.2014,10. Favoriten,204279,1443,2969,3
01.01.2014,11. Simmering,106889,501,2553,1
01.01.2014,12. Meidling,97600,243,4589,1
01.01.2014,13. Hietzing,56763,61,2336,1
01.01.2014,14. Penzing,94605,932,2312,1
01.01.2014,15. Rudolfsheim-Fuenfhaus,76707,305,2728,1
01.01.2014,16. Ottakring,104627,226,2001,1
01.01.2014,17. Hernals,57171,482,844,1
01.01.2014,18. Waehring,52746,291,1225,1
01.01.2014,19. Doebling,72891,640,2586,1
01.01.2014,20. Brigittenau,87216,675,3461,1
01.01.2014,21. Floridsdorf,166709,762,3951,3
01.01.2014,22. Donaustadt,191119,951,5146,3
01.02.2014,1. Innere Stadt,16465,49,436,1
01.02.2014,2. Leopoldstadt,103233,386,3757,2
01.02.2014,3. Landstraße,90277,384,4513,1
01.02.2014,4. Wieden,33179,124,1548,1
01.02.2014,5. Margareten,54546,517,570,1
01.02.2014,6. Mariahilf,31342,56,1149,1
01.02.2014,7. Neubau,31621,286,701,1
01.02.2014,8. Josefstadt,25513,209,1004,1
01.02.2014,9. Alsergrund,41316,404,1912,1
01.02.2014,10. Favoriten,204279,978,8758,1
01.02.2014,11. Simmering,106889,531,3174,2
01.02.2014,12. Meidling,97600,700,1793,1
