Date,Confirmed,Deaths,Recovered,New Cases,New Deaths,New Recovered,Hospitalized,ICU,Free Beds,Free ICU Beds
19.01.2022,3035130,14700,721220,5751,16,662,5079,1064,34921,1436
20.01.2022,3043199,14747,722718,8069,47,1498,5137,1076,34863,1424
21.01.2022,3050851,14752,724912,7652,5,2194,5121,1072,34879,1428
22.01.2022,3058730,14764,726299,7879,12,1387,5118,1077,34882,1423
23.01.2022,3066031,14808,728465,7301,44,2166,5155,1089,34845,1411
24.01.2022,3073550,14810,729339,7519,2,874,5175,1081,34825,1419
25.01.2022,3081158,14834,731330,7608,24,1991,5172,1079,34828,1421
26.01.2022,3086965,14863,732230,5807,29,900,5125,1058,34875,1442
27.01.2022,3094550,14897,733874,7585,34,1644,5179,1071,34821,1429
28.01.2022,3102879,14906,735118,8329,9,1244,5186,1076,34814,1424
29.01.2022,3109250,14946,737061,6371,40,1943,5171,1075,34829,1425
30.01.2022,3116170,14983,739193,6920,37,2132,5136,1064,34864,1436
31.01.2022,3122830,14985,740345,6660,2,1152,5138,1056,34862,1444
01.02.2022,3130190,15024,742253,7360,39,1908,5162,1067,34838,1433
02.02.2022,3137443,15055,743385,7253,31,1132,5151,1061,34849,1439
03.02.2022,3144459,15068,745155,7016,13,1770,5132,1048,34868,1452
04.02.2022,3151503,15079,745563,7044,11,408,5172,1054,34828,1446
05.02.2022,3157751,15089,747230,6248,10,1667,5118,1037,34882,1463
06.02.2022,3163741,15105,748529,5990,16,1299,5057,1019,34943,1481
07.02.2022,3169460,15147,749675,5719,42,1146,5003,1012,34997,1488
08.02.2022,3177905,15178,751284,8445,31,1609,5080,1026,34920,1474
09.02.2022,3185285,15203,752776,7380,25,1492,5064,1027,34936,1473
10.02.2022,3192001,15251,754940,6716,48,2164,5016,1026,34984,1474
11.02.2022,3198871,15267,756966,6870,16,2026,5006,1026,34994,1474
12.02.2022,3206737,15278,758178,7866,11,1212,5032,1025,34968,1475
13.02.2022,3213107,15279,758615,6370,1,437,5002,1013,34998,1487
14.02.2022,3220553,15328,759122,7446,49,507,5002,1006,34998,1494
15.02.2022,3229012,15377,760177,8459,49,1055,5058,1015,34942,1485
16.02.2022,3235206,15392,760594,6194,15,417,5047,1020,34953,1480
17.02.2022,3243264,15403,762581,8058,11,1987,5095,1027,34905,1473
18.02.2022,3250541,15413,764126,7277,10,1545,5116,1023,34884,1477
19.02.2022,3257794,15416,766072,7253,3,1946,5103,1031,34897,1469
20.02.2022,3264229,15459,766599,6435,43,527,5087,1024,34913,1476
21.02.2022,3271214,15483,768638,6985,24,2039,5094,1021,34906,1479
22.02.2022,3277849,15487,770247,6635,4,1609,5045,1020,34955,1480
23.02.2022,3286280,15503,771230,8431,16,983,5125,1045,34875,1455
24.02.2022,3294268,15539,772728,7988,36,1498,5170,1049,34830,1451
25.02.2022,3301102,15559,774583,6834,20,1855,5119,1045,34881,1455
26.02.2022,3308265,15587,775294,7163,28,711,5116,1040,34884,1460
27.02.2022,3314663,15605,776673,6398,18,1379,5040,1032,34960,1468
28.02.2022,3322764,15650,778019,8101,45,1346,5060,1028,34940,1472
01.03.2022,3331267,15660,779646,8503,10,1627,5122,1050,34878,1450
02.03.2022,3339175,15664,781497,7908,4,1851,5123,1042,34877,1458
03.03.2022,3346369,15698,783532,7194,34,2035,5086,1035,34914,1465
04.03.2022,3354852,15715,785151,8483,17,1619,5122,1051,34878,1449
05.03.2022,3361201,15736,786595,6349,21,1444,5106,1038,34894,1462
06.03.2022,3367808,15752,788241,6607,16,1646,5080,1042,34920,1458
07.03.2022,3373572,15763,790415,5764,11,2174,4973,1027,35027,1473
08.03.2022,3379860,15810,791544,6288,47,1129,4952,1023,35048,1477
09.03.2022,3387347,15860,793072,7487,50,1528,5029,1026,34971,1474
10.03.2022,3395174,15872,793644,7827,12,572,5078,1031,34922,1469
11.03.2022,3401701,15898,795562,6527,26,1918,5093,1036,34907,1464
12.03.2022,3409950,15941,796816,8249,43,1254,5136,1042,34864,1458
13.03.2022,3416150,15991,797691,6200,50,875,5113,1034,34887,1466
14.03.2022,3424303,16032,799673,8153,41,1982,5135,1042,34865,1458
15.03.2022,3430911,16074,801633,6608,42,1960,5095,1031,34905,1469
16.03.2022,3437001,16100,803635,6090,26,2002,4999,1012,35001,1488
17.03.2022,3443257,16107,804887,6256,7,1252,4988,999,35012,1501
18.03.2022,3448999,16120,806620,5742,13,1733,4928,981,35072,1519
19.03.2022,3457428,16170,807789,8429,50,1169,5041,1006,34959,1494
20.03.2022,3464438,16191,809101,7010,21,1312,5036,1000,34964,1500
21.03.2022,3471232,16231,810348,6794,40,1247,5005,991,34995,1509
22.03.2022,3478930,16267,811599,7698,36,1251,5026,986,34974,1514
23.03.2022,3487192,16304,813764,8262,37,2165,5045,981,34955,1519
24.03.2022,3495249,16349,814348,8057,45,584,5075,996,34925,1504
25.03.2022,3502174,16352,816077,6925,3,1729,5084,1007,34916,1493
26.03.2022,3508291,16395,817094,6117,43,1017,5000,991,35000,1509
27.03.2022,3516604,16424,818187,8313,29,1093,5018,993,34982,1507
28.03.2022,3524662,16436,819043,8058,12,856,5040,999,34960,1501
29.03.2022,3532755,16479,821032,8093,43,1989,5121,1009,34879,1491
30.03.2022,3540010,16480,821718,7255,1,686,5125,1005,34875,1495
31.03.2022,3547543,16516,822345,7533,36,627,5157,1015,34843,1485
01.04.2022,3553919,16555,824529,6376,39,2184,5068,996,34932,1504
02.04.2022,3559820,16592,826685,5901,37,2156,4967,973,35033,1527
03.04.2022,3566041,16634,828510,6221,42,1825,4967,978,35033,1522
04.04.2022,3572662,16641,830468,6621,7,1958,4954,966,35046,1534
05.04.2022,3580385,16677,832390,7723,36,1922,4974,968,35026,1532
06.04.2022,3587388,16726,834243,7003,49,1853,4936,956,35064,1544
07.04.2022,3595458,16742,834729,8070,16,486,4989,973,35011,1527
08.04.2022,3602768,16750,835460,7310,8,731,5027,989,34973,1511
09.04.2022,3611060,16752,836344,8292,2,884,5127,1017,34873,1483
10.04.2022,3619121,16761,836926,8061,9,582,5156,1033,34844,1467
11.04.2022,3626171,16768,838131,7050,7,1205,5120,1024,34880,1476
12.04.2022,3633273,16779,840265,7102,11,2134,5126,1033,34874,1467
13.04.2022,3640371,16799,841595,7098,20,1330,5129,1033,34871,1467
14.04.2022,3647708,16811,842222,7337,12,627,5156,1031,34844,1469
15.04.2022,3656152,16861,842975,8444,50,753,5260,1044,34740,1456
16.04.2022,3663426,16877,844452,7274,16,1477,5287,1042,34713,1458
17.04.2022,3670063,16910,844939,6637,33,487,5228,1025,34772,1475
18.04.2022,3675858,16958,846946,5795,48,2007,5111,994,34889,1506
19.04.2022,3683530,16982,848766,7672,24,1820,5094,983,34906,1517
20.04.2022,3691471,17015,850063,7941,33,1297,5112,988,34888,1512
21.04.2022,3699646,17035,850755,8175,20,692,5213,1006,34787,1494
22.04.2022,3707339,17038,852213,7693,3,1458,5271,1014,34729,1486
23.04.2022,3714000,17078,852794,6661,40,581,5246,1013,34754,1487
24.04.2022,3720751,17080,853297,6751,2,503,5250,1009,34750,1491
25.04.2022,3727289,17105,855409,6538,25,2112,5205,1012,34795,1488
26.04.2022,3734379,17141,856750,7090,36,1341,5168,1003,34832,1497
27.04.2022,3742702,17143,858290,8323,2,1540,5192,1007,34808,1493
28.04.2022,3748773,17148,859736,6071,5,1446,5175,998,34825,1502
29.04.2022,3755634,17193,860158,6861,45,422,5133,986,34867,1514
30.04.2022,3761951,17225,860595,6317,32,437,5054,977,34946,1523
01.05.2022,3768189,17246,862499,6238,21,1904,4992,970,35008,1530
02.05.2022,3775593,17296,864038,7404,50,1539,4979,961,35021,1539
03.05.2022,3782421,17333,864901,6828,37,863,4974,952,35026,1548
04.05.2022,3790038,17359,866016,7617,26,1115,4980,949,35020,1551
05.05.2022,3795813,17394,866540,5775,35,524,4922,934,35078,1566
06.05.2022,3801923,17428,867210,6110,34,670,4844,916,35156,1584
07.05.2022,3807654,17467,869269,5731,39,2059,4813,920,35187,1580
08.05.2022,3815016,17501,870087,7362,34,818,4806,927,35194,1573
09.05.2022,3821500,17539,871578,6484,38,1491,4756,917,35244,1583
10.05.2022,3828990,17579,872222,7490,40,644,4775,923,35225,1577
11.05.2022,3836007,17614,873230,7017,35,1008,4817,941,35183,1559
12.05.2022,3844347,17650,874292,8340,36,1062,4924,971,35076,1529
13.05.2022,3852773,17681,875771,8426,31,1479,4997,995,35003,1505
14.05.2022,3859860,17682,876632,7087,1,861,4972,994,35028,1506
15.05.2022,3866625,17688,878468,6765,6,1836,4952,997,35048,1503
16.05.2022,3873012,17717,879770,6387,29,1302,4944,993,35056,1507
17.05.2022,3879181,17720,880979,6169,3,1209,4907,978,35093,1522
18.05.2022,3886793,17721,881757,7612,1,778,4946,994,35054,1506
19.05.2022,3893007,17758,882800,6214,37,1043,4911,988,35089,1512
20.05.2022,3898914,17760,883685,5907,2,885,4867,979,35133,1521
21.05.2022,3905527,17804,884511,6613,44,826,4867,987,35133,1513
22.05.2022,3911523,17812,885478,5996,8,967,4828,973,35172,1527
23.05.2022,3919026,17853,887314,7503,41,1836,4862,977,35138,1523
24.05.2022,3926742,17884,888276,7716,31,962,4889,988,35111,1512
25.05.2022,3933713,17897,890380,6971,13,2104,4937,990,35063,1510
26.05.2022,3939907,17936,891695,6194,39,1315,4942,988,35058,1512
27.05.2022,3946817,17953,893246,6910,17,1551,4938,992,35062,1508
28.05.2022,3954108,17961,893877,7291,8,631,4973,1002,35027,1498
29.05.2022,3959823,17996,895519,5715,35,1642,4948,999,35052,1501
30.05.2022,3968197,18003,896364,8374,7,845,5004,1010,34996,1490
31.05.2022,3975027,18010,898003,6830,7,1639,5027,1017,34973,1483
01.06.2022,3982622,18022,898793,7595,12,790,5018,1012,34982,1488
02.06.2022,3988804,18055,899341,6182,33,548,4975,1006,35025,1494
03.06.2022,3995917,18061,901148,7113,6,1807,5024,1016,34976,1484
04.06.2022,4002910,18076,901794,6993,15,646,4981,1000,35019,1500
05.06.2022,4011313,18100,903406,8403,24,1612,5032,1006,34968,1494
06.06.2022,4019769,18103,904361,8456,3,955,5073,1016,34927,1484
07.06.2022,4026211,18109,905852,6442,6,1491,5021,1000,34979,1500
08.06.2022,4033609,18139,906563,7398,30,711,5047,1003,34953,1497
09.06.2022,4041101,18169,908158,7492,30,1595,5096,1011,34904,1489
10.06.2022,4049628,18188,909935,8527,19,1777,5150,1027,34850,1473
11.06.2022,4057550,18202,910826,7922,14,891,5203,1044,34797,1456
12.06.2022,4064857,18232,911617,7307,30,791,5217,1036,34783,1464
13.06.2022,4072037,18267,913477,7180,35,1860,5190,1030,34810,1470
14.06.2022,4078831,18276,914706,6794,9,1229,5181,1018,34819,1482
15.06.2022,4087102,18289,915188,8271,13,482,5267,1046,34733,1454
16.06.2022,4093775,18336,915619,6673,47,431,5234,1031,34766,1469
17.06.2022,4101892,18386,917438,8117,50,1819,5269,1045,34731,1455
18.06.2022,4109243,18425,919603,7351,39,2165,5221,1028,34779,1472
19.06.2022,4117024,18467,920037,7781,42,434,5198,1029,34802,1471
20.06.2022,4125337,18510,921518,8313,43,1481,5299,1039,34701,1461
21.06.2022,4132628,18554,922679,7291,44,1161,5275,1034,34725,1466
22.06.2022,4138530,18579,923701,5902,25,1022,5190,1022,34810,1478
23.06.2022,4144938,18593,924220,6408,14,519,5172,1025,34828,1475
24.06.2022,4152681,18633,925434,7743,40,1214,5247,1036,34753,1464
25.06.2022,4161095,18656,927034,8414,23,1600,5310,1046,34690,1454
26.06.2022,4168231,18660,928303,7136,4,1269,5336,1043,34664,1457
27.06.2022,4175584,18673,930325,7353,13,2022,5341,1042,34659,1458
28.06.2022,4182726,18719,930769,7142,46,444,5342,1046,34658,1454
29.06.2022,4189557,18739,932131,6831,20,1362,5291,1031,34709,1469
30.06.2022,4197510,18774,933374,7953,35,1243,5339,1052,34661,1448
01.07.2022,4204389,18814,934521,6879,40,1147,5286,1050,34714,1450
02.07.2022,4212047,18833,936238,7658,19,1717,5320,1057,34680,1443
03.07.2022,4219406,18840,938011,7359,7,1773,5302,1053,34698,1447
04.07.2022,4227134,18888,939360,7728,48,1349,5286,1057,34714,1443
05.07.2022,4234341,18917,940640,7207,29,1280,5239,1055,34761,1445
06.07.2022,4240144,18934,941665,5803,17,1025,5118,1032,34882,1468
07.07.2022,4247868,18954,943350,7724,20,1685,5122,1042,34878,1458
08.07.2022,4253840,18966,945503,5972,12,2153,5087,1034,34913,1466
09.07.2022,4260543,19003,946412,6703,37,909,5100,1029,34900,1471
10.07.2022,4268125,19006,947164,7582,3,752,5102,1033,34898,1467
11.07.2022,4274163,19053,949273,6038,47,2109,5055,1024,34945,1476
12.07.2022,4281335,19083,949730,7172,30,457,5022,1021,34978,1479
13.07.2022,4288227,19090,951832,6892,7,2102,4989,1009,35011,1491
14.07.2022,4294886,19112,953114,6659,22,1282,5002,1016,34998,1484
15.07.2022,4303015,19129,953704,8129,17,590,5096,1034,34904,1466
16.07.2022,4310983,19167,955231,7968,38,1527,5181,1059,34819,1441
17.07.2022,4318972,19204,955651,7989,37,420,5173,1059,34827,1441
18.07.2022,4325647,19228,957228,6675,24,1577,5157,1045,34843,1455
19.07.2022,4333443,19273,957738,7796,45,510,5225,1063,34775,1437
20.07.2022,4341383,19291,958882,7940,18,1144,5298,1078,34702,1422
21.07.2022,4347068,19331,961000,5685,40,2118,5225,1052,34775,1448
22.07.2022,4352726,19376,961871,5658,45,871,5169,1043,34831,1457
23.07.2022,4360634,19400,962446,7908,24,575,5156,1035,34844,1465
24.07.2022,4366945,19438,962991,6311,38,545,5135,1033,34865,1467
25.07.2022,4372841,19485,963688,5896,47,697,5026,1002,34974,1498
26.07.2022,4380386,19505,964815,7545,20,1127,5077,1002,34923,1498
27.07.2022,4387476,19525,966527,7090,20,1712,5104,998,34896,1502
28.07.2022,4394337,19535,967988,6861,10,1461,5059,984,34941,1516
29.07.2022,4402687,19583,968403,8350,48,415,5118,992,34882,1508
30.07.2022,4410797,19632,969101,8110,49,698,5194,1001,34806,1499
31.07.2022,4418635,19677,970320,7838,45,1219,5240,1013,34760,1487
01.08.2022,4425664,19691,971536,7029,14,1216,5229,1015,34771,1485
02.08.2022,4434060,19738,972706,8396,47,1170,5242,1013,34758,1487
03.08.2022,4439882,19755,974074,5822,17,1368,5156,998,34844,1502
04.08.2022,4448092,19780,975218,8210,25,1144,5254,1027,34746,1473
05.08.2022,4456024,19819,976493,7932,39,1275,5273,1041,34727,1459
06.08.2022,4462680,19827,978146,6656,8,1653,5248,1042,34752,1458
07.08.2022,4470100,19848,980118,7420,21,1972,5301,1056,34699,1444
08.08.2022,4477440,19852,980966,7340,4,848,5326,1053,34674,1447
09.08.2022,4485253,19866,983159,7813,14,2193,5360,1058,34640,1442
10.08.2022,4492601,19869,984304,7348,3,1145,5313,1054,34687,1446
11.08.2022,4499641,19894,985439,7040,25,1135,5315,1053,34685,1447
12.08.2022,4505920,19941,986619,6279,47,1180,5244,1048,34756,1452
13.08.2022,4513093,19955,987235,7173,14,616,5206,1036,34794,1464
14.08.2022,4519054,19970,988114,5961,15,879,5110,1026,34890,1474
15.08.2022,4526102,19986,990118,7048,16,2004,5086,1027,34914,1473
16.08.2022,4534092,20034,990930,7990,48,812,5125,1026,34875,1474
17.08.2022,4542429,20049,991962,8337,15,1032,5201,1043,34799,1457
18.08.2022,4549666,20051,993884,7237,2,1922,5173,1036,34827,1464
19.08.2022,4557553,20084,995931,7887,33,2047,5175,1040,34825,1460
20.08.2022,4563244,20105,997461,5691,21,1530,5061,1023,34939,1477
21.08.2022,4569949,20125,998003,6705,20,542,4994,1016,35006,1484
22.08.2022,4577452,20147,999078,7503,22,1075,5007,1027,34993,1473
23.08.2022,4583676,20163,1000149,6224,16,1071,4943,1012,35057,1488
24.08.2022,4590568,20209,1001085,6892,46,936,4901,994,35099,1506
25.08.2022,4598148,20253,1002631,7580,44,1546,4946,1002,35054,1498
26.08.2022,4604440,20265,1003808,6292,12,1177,4908,998,35092,1502
27.08.2022,4610088,20275,1005497,5648,10,1689,4857,977,35143,1523
28.08.2022,4616489,20309,1006807,6401,34,1310,4818,973,35182,1527
29.08.2022,4624769,20342,1007732,8280,33,925,4932,1005,35068,1495
30.08.2022,4632833,20344,1008937,8064,2,1205,4952,1001,35048,1499
31.08.2022,4638581,20375,1010643,5748,31,1706,4913,987,35087,1513
01.09.2022,4644589,20392,1011853,6008,17,1210,4912,994,35088,1506
02.09.2022,4650262,20395,1013221,5673,3,1368,4833,983,35167,1517
03.09.2022,4656530,20424,1013947,6268,29,726,4812,980,35188,1520
04.09.2022,4663129,20430,1015447,6599,6,1500,4853,980,35147,1520
05.09.2022,4670493,20480,1016154,7364,50,707,4864,974,35136,1526
06.09.2022,4677531,20506,1016625,7038,26,471,4882,981,35118,1519
07.09.2022,4683836,20551,1017172,6305,45,547,4817,978,35183,1522
08.09.2022,4692351,20562,1017583,8515,11,411,4949,994,35051,1506
09.09.2022,4698770,20568,1018297,6419,6,714,4955,997,35045,1503
10.09.2022,4705357,20608,1019643,6587,40,1346,4953,991,35047,1509
11.09.2022,4713151,20623,1020495,7794,15,852,4971,1000,35029,1500
12.09.2022,4719440,20640,1021951,6289,17,1456,4959,996,35041,1504
13.09.2022,4726136,20690,1022623,6696,50,672,4965,991,35035,1509
14.09.2022,4731942,20736,1024355,5806,46,1732,4924,985,35076,1515
15.09.2022,4739686,20782,1025620,7744,46,1265,4945,988,35055,1512
16.09.2022,4746946,20803,1026826,7260,21,1206,4953,993,35047,1507
17.09.2022,4754587,20849,1028678,7641,46,1852,5033,1017,34967,1483
18.09.2022,4762187,20858,1030822,7600,9,2144,5036,1027,34964,1473
19.09.2022,4770536,20880,1031621,8349,22,799,5118,1039,34882,1461
20.09.2022,4778796,20910,1032446,8260,30,825,5183,1056,34817,1444
21.09.2022,4784938,20949,1034496,6142,39,2050,5142,1043,34858,1457
22.09.2022,4790670,20978,1036402,5732,29,1906,5091,1021,34909,1479
23.09.2022,4796973,20984,1037292,6303,6,890,5004,994,34996,1506
24.09.2022,4805481,21009,1039276,8508,25,1984,5080,1014,34920,1486
25.09.2022,4812254,21052,1040711,6773,43,1435,5090,1011,34910,1489
26.09.2022,4818118,21076,1042163,5864,24,1452,5068,998,34932,1502
27.09.2022,4825622,21122,1044357,7504,46,2194,5039,994,34961,1506
28.09.2022,4833520,21129,1046348,7898,7,1991,5081,994,34919,1506
29.09.2022,4840119,21173,1047064,6599,44,716,5055,983,34945,1517
30.09.2022,4846624,21182,1047948,6505,9,884,5075,997,34925,1503
01.10.2022,4852717,21223,1048554,6093,41,606,4983,977,35017,1523
02.10.2022,4858712,21236,1049686,5995,13,1132,4958,972,35042,1528
03.10.2022,4864612,21269,1051112,5900,33,1426,4924,962,35076,1538
04.10.2022,4873085,21310,1052490,8473,41,1378,5006,986,34994,1514
05.10.2022,4879540,21358,1054159,6455,48,1669,4995,985,35005,1515
06.10.2022,4885951,21389,1055583,6411,31,1424,4939,970,35061,1530
07.10.2022,4892671,21421,1057670,6720,32,2087,4931,975,35069,1525
08.10.2022,4900063,21471,1059006,7392,50,1336,4931,978,35069,1522
09.10.2022,4907018,21493,1059424,6955,22,418,4893,963,35107,1537
10.10.2022,4914920,21500,1059966,7902,7,542,4947,983,35053,1517
11.10.2022,4921646,21531,1061766,6726,31,1800,4933,978,35067,1522
12.10.2022,4929016,21578,1062227,7370,47,461,4963,992,35037,1508
13.10.2022,4936312,21594,1063228,7296,16,1001,4930,982,35070,1518
14.10.2022,4944084,21629,1063905,7772,35,677,4945,992,35055,1508
15.10.2022,4951992,21650,1065958,7908,21,2053,4953,986,35047,1514
16.10.2022,4958780,21692,1067216,6788,42,1258,4935,983,35065,1517
17.10.2022,4967106,21702,1068768,8326,10,1552,5043,995,34957,1505
18.10.2022,4975441,21741,1070241,8335,39,1473,5150,1017,34850,1483
19.10.2022,4983484,21760,1070722,8043,19,481,5230,1034,34770,1466
20.10.2022,4990570,21768,1071676,7086,8,954,5237,1040,34763,1460
21.10.2022,4998223,21815,1073389,7653,47,1713,5226,1047,34774,1453
22.10.2022,5005522,21831,1073814,7299,16,425,5266,1059,34734,1441
23.10.2022,5012938,21852,1074452,7416,21,638,5218,1058,34782,1442
24.10.2022,5019039,21896,1075565,6101,44,1113,5147,1035,34853,1465
25.10.2022,5024840,21905,1077259,5801,9,1694,5067,1022,34933,1478
26.10.2022,5032068,21925,1078320,7228,20,1061,5058,1019,34942,1481
27.10.2022,5039952,21948,1080252,7884,23,1932,5112,1025,34888,1475
28.10.2022,5047666,21975,1082163,7714,27,1911,5101,1021,34899,1479
29.10.2022,5054308,22015,1083324,6642,40,1161,5042,1005,34958,1495
30.10.2022,5060145,22043,1084230,5837,28,906,4982,995,35018,1505
31.10.2022,5067998,22069,1085918,7853,26,1688,5040,1005,34960,1495
01.11.2022,5075925,22113,1086374,7927,44,456,5078,1010,34922,1490
02.11.2022,5082817,22133,1087712,6892,20,1338,5044,1013,34956,1487
03.11.2022,5089956,22139,1088651,7139,6,939,5055,1009,34945,1491
04.11.2022,5096166,22185,1089947,6210,46,1296,5031,1012,34969,1488
05.11.2022,5102179,22203,1091389,6013,18,1442,4981,1012,35019,1488
06.11.2022,5109909,22226,1092990,7730,23,1601,5060,1037,34940,1463
07.11.2022,5118373,22263,1093871,8464,37,881,5107,1046,34893,1454
08.11.2022,5126049,22276,1095043,7676,13,1172,5111,1054,34889,1446
09.11.2022,5134121,22312,1096040,8072,36,997,5125,1053,34875,1447
10.11.2022,5140012,22338,1096708,5891,26,668,5022,1023,34978,1477
11.11.2022,5145775,22370,1098099,5763,32,1391,4935,1000,35065,1500
12.11.2022,5152272,22416,1100251,6497,46,2152,4952,992,35048,1508
13.11.2022,5158608,22455,1100735,6336,39,484,4966,986,35034,1514
14.11.2022,5166843,22489,1102443,8235,34,1708,5073,1015,34927,1485
15.11.2022,5175015,22504,1103956,8172,15,1513,5173,1040,34827,1460
16.11.2022,5181596,22512,1104460,6581,8,504,5113,1037,34887,1463
17.11.2022,5190021,22532,1105211,8425,20,751,5218,1054,34782,1446
18.11.2022,5198381,22563,1105782,8360,31,571,5295,1071,34705,1429
19.11.2022,5204382,22573,1107361,6001,10,1579,5219,1052,34781,1448
20.11.2022,5212702,22616,1108635,8320,43,1274,5220,1044,34780,1456
21.11.2022,5220474,22641,1109456,7772,25,821,5281,1060,34719,1440
22.11.2022,5227356,22684,1110219,6882,43,763,5269,1054,34731,1446
23.11.2022,5234851,22715,1111418,7495,31,1199,5236,1049,34764,1451
24.11.2022,5241372,22723,1112034,6521,8,616,5205,1041,34795,1459
25.11.2022,5248659,22739,1114059,7287,16,2025,5244,1051,34756,1449
26.11.2022,5255131,22760,1115875,6472,21,1816,5210,1051,34790,1449
27.11.2022,5261788,22795,1116491,6657,35,616,5155,1049,34845,1451
28.11.2022,5267651,22796,1118400,5863,1,1909,5092,1032,34908,1468
29.11.2022,5275925,22831,1119609,8274,35,1209,5192,1046,34808,1454
30.11.2022,5281841,22858,1121338,5916,27,1729,5147,1039,34853,1461
01.12.2022,5288359,22889,1122136,6518,31,798,5150,1039,34850,1461
02.12.2022,5296824,22926,1122754,8465,37,618,5224,1050,34776,1450
03.12.2022,5303467,22931,1124110,6643,5,1356,5185,1035,34815,1465
04.12.2022,5309381,22949,1124707,5914,18,597,5077,1017,34923,1483
05.12.2022,5316791,22974,1125916,7410,25,1209,5113,1015,34887,1485
06.12.2022,5323863,22988,1127321,7072,14,1405,5069,1009,34931,1491
07.12.2022,5330481,23003,1128013,6618,15,692,5064,1001,34936,1499
08.12.2022,5336736,23010,1128891,6255,7,878,5031,991,34969,1509
09.12.2022,5344616,23033,1129729,7880,23,838,5046,997,34954,1503
10.12.2022,5352786,23046,1130248,8170,13,519,5065,996,34935,1504
11.12.2022,5359447,23049,1130971,6661,3,723,5086,1004,34914,1496
12.12.2022,5367804,23065,1132382,8357,16,1411,5100,1001,34900,1499
13.12.2022,5375863,23103,1134325,8059,38,1943,5095,992,34905,1508
14.12.2022,5382784,23134,1136165,6921,31,1840,5104,990,34896,1510
15.12.2022,5390914,23177,1138183,8130,43,2018,5179,1009,34821,1491
16.12.2022,5396530,23191,1138995,5616,14,812,5087,1002,34913,1498
17.12.2022,5403671,23239,1140953,7141,48,1958,5137,1023,34863,1477
18.12.2022,5411915,23243,1142452,8244,4,1499,5159,1024,34841,1476
19.12.2022,5419549,23248,1143416,7634,5,964,5199,1035,34801,1465
20.12.2022,5426141,23249,1144928,6592,1,1512,5186,1034,34814,1466
21.12.2022,5433143,23273,1146779,7002,24,1851,5179,1036,34821,1464
22.12.2022,5438617,23274,1147432,5474,1,653,5071,1017,34929,1483
23.12.2022,5445938,23297,1147943,7321,23,511,5060,1020,34940,1480
24.12.2022,5451974,23306,1148740,6036,9,797,5049,1011,34951,1489
25.12.2022,5458054,23309,1149655,6080,3,915,5029,1007,34971,1493
26.12.2022,5464481,23311,1150904,6427,2,1249,5026,1016,34974,1484
27.12.2022,5470560,23316,1152922,6079,5,2018,5022,1012,34978,1488
28.12.2022,5478448,23363,1154933,7888,47,2011,5111,1025,34889,1475
29.12.2022,5486068,23399,1156146,7620,36,1213,5091,1022,34909,1478
30.12.2022,5493638,23424,1156948,7570,25,802,5139,1031,34861,1469
31.12.2022,5500750,23464,1157815,7112,40,867,5174,1043,34826,1457
